,Make,Brændstoftype,Gearkasse,Model,Kilometer,Årgang,Hestekræfter,Antal døre,Antal gear,Km/l,0 - 100 km/t,Tophastighed,Vægt,Grøn Ejerafgift,Nypris,Pris
18138,BMW,El,Automatisk,i3,16000,2018,170,5,1,59.1,8.1,150.0,1.34,660.0,368608.0,219700
9472,VW,Diesel,Automatisk,Passat,92000,2018,150,5,6,21.7,8.9,216.0,1.541,4.38,399593.0,244700
15787,Audi,Benzin,Automatisk,RS4,41000,2018,450,5,8,11.4,4.1,250.0,1.79,6.08,1346668.0,1169900
15791,VW,Benzin,Automatisk,Golf,76000,2018,125,5,7,19.6,9.1,204.0,1.27,1.28,263545.0,198880
15793,VW,Benzin,Automatisk,Touran,28000,2018,150,5,7,18.5,8.9,209.0,1.478,1.28,334996.0,279900
3848,BMW,Diesel,Automatisk,X1,48000,2018,150,5,8,23.9,9.2,205.0,1.445,3.52,466083.0,319900
3844,Citroën,Diesel,Manuel,C4,68000,2018,100,5,5,32.3,10.7,184.0,1.07,1.18,167991.0,119989
15347,VW,El,Automatisk,e-Golf,116000,2018,136,5,1,71.9,9.6,150.0,1.615,660.0,308695.0,149700
19010,BMW,Diesel,Automatisk,X1,41000,2018,150,5,8,23.3,9.2,205.0,1.445,3.52,466083.0,299900
3843,VW,Benzin,Manuel,Polo,26000,2018,75,5,5,20.8,14.9,170.0,1.105,1.16,157573.0,139900
5183,BMW,Benzin,Automatisk,118i,40000,2018,136,5,8,20.8,8.7,210.0,1.295,1.16,300670.0,249900
1613,Peugeot,Benzin,Manuel,208,32900,2018,82,5,5,23.4,12.2,175.0,1.168,1.08,146010.0,124500
18328,BMW,Benzin,Automatisk,118i,45000,2018,136,5,8,20.0,8.7,210.0,1.395,1.16,316924.0,249800
5385,Land,Benzin,Automatisk,Rover,42000,2018,250,5,8,13.2,6.7,217.0,1.804,4.36,882899.0,3935
10135,Suzuki,Benzin,Manuel,Ignis,18000,2018,90,5,5,23.4,12.2,170.0,900.0,1.08,142991.0,129900
8353,Citroën,Diesel,Manuel,C4,11000,2018,100,5,5,27.8,10.7,184.0,1.218,3.26,196010.0,139700
18057,Audi,Benzin,Automatisk,SQ5,62000,2018,354,5,8,11.8,5.4,250.0,1.945,4.96,944260.0,4215
19089,VW,Benzin,Automatisk,Polo,59000,2018,115,5,7,21.3,9.5,200.0,1.09,1.16,217996.0,193900
8378,Skoda,Diesel,Automatisk,Superb,112000,2018,150,5,6,22.2,9.0,216.0,1.42,4.38,492000.0,289900
2832,Mini,Diesel,Manuel,One,37000,2018,95,5,6,28.6,11.4,187.0,1.15,2.22,235479.0,1100
18055,VW,Benzin,Automatisk,Passat,34000,2018,220,4,6,15.9,6.7,246.0,1.505,3.02,497698.0,439900
19070,BMW,Benzin,Automatisk,420i,23000,2018,184,2,8,18.2,7.5,235.0,1.47,1.78,449978.0,359900
3896,VW,Benzin,Manuel,UP!,28000,2018,60,5,5,24.4,14.4,162.0,934.0,1.08,115595.0,99800
19031,VW,Diesel,Automatisk,Touran,63000,2018,115,5,7,23.3,11.9,187.0,1.56,3.02,314813.0,269900
10161,Skoda,Benzin,Manuel,Octavia,56000,2018,115,5,6,20.8,10.1,201.0,1.147,660.0,258000.0,192800
18183,Seat,Benzin,Manuel,Toledo,39000,2018,95,5,5,22.2,11.0,187.0,1.17,1.08,158664.0,129900
2569,Seat,Benzin,Automatisk,Leon,33000,2018,150,5,7,20.0,8.0,215.0,1.197,1.16,268029.0,229900
3895,VW,Benzin,Automatisk,Passat,56000,2018,150,4,7,19.6,8.4,220.0,1.413,1.78,382895.0,274900
19094,Audi,Benzin,Automatisk,A3,39000,2018,204,5,6,33.8,7.6,222.0,1.515,860.0,394834.0,329800
18037,Kia,Diesel,Manuel,Stonic,78000,2018,110,5,6,23.8,11.3,175.0,1.134,3.52,219999.0,159900
18035,VW,Diesel,Automatisk,Passat,102000,2018,190,5,7,21.7,7.9,227.0,1.591,4.38,535298.0,339900
2826,Land,Diesel,Automatisk,Rover,24000,2018,306,5,8,12.9,7.3,209.0,2.178,10.32,1605900.0,1099900
5377,Fiat,Benzin,Manuel,500,54000,2018,80,3,5,26.3,11.0,171.0,905.0,1.0,139991.0,109900
5230,BMW,El,Automatisk,i3,14000,2018,170,5,1,76.6,7.3,150.0,1.22,660.0,302939.0,199900
2827,Land,Diesel,Automatisk,Rover,24000,2018,306,5,8,12.9,7.3,209.0,2.178,10.32,1605900.0,5595
3939,BMW,Diesel,Automatisk,320d,79000,2018,190,5,8,21.6,7.4,226.0,1.475,4.38,467630.0,329800
634,Kia,Benzin,Manuel,Stonic,18000,2018,84,5,5,19.2,13.2,165.0,1.032,1.78,192999.0,164900
19072,BMW,El,Automatisk,i3s,18000,2018,184,5,1,63.8,6.9,160.0,1.24,660.0,333400.0,2475
625,Mercedes,Diesel,Automatisk,GLC250,64000,2018,204,5,9,20.0,7.6,222.0,1.845,5.18,724603.0,579900
2767,Kia,Benzin,Automatisk,Niro,36000,2018,141,5,6,42.1,10.8,172.0,1.48,780.0,300581.0,244900
15631,Mitsubishi,Benzin,Automatisk,Eclipse,42000,2018,163,5,8,14.9,9.3,200.0,1.575,3.64,364995.0,269900
18410,Opel,Diesel,Automatisk,Insignia,100000,2018,136,5,6,19.2,10.9,203.0,1.552,4.68,392665.0,214900
18406,VW,Benzin,Automatisk,Golf,58000,2018,204,5,6,35.1,7.6,222.0,1.515,660.0,318698.0,259700
8720,Volvo,Diesel,Automatisk,S90,80500,2018,190,4,8,21.3,8.2,230.0,1.617,4.38,757795.0,419900
332,Suzuki,Benzin,Manuel,Baleno,41000,2018,90,5,5,23.8,12.3,180.0,840.0,1.08,166011.0,129900
19033,Skoda,Benzin,Manuel,Citigo,21000,2018,60,5,5,24.4,14.4,162.0,934.0,660.0,89998.0,87700
2584,Ford,Diesel,Manuel,S-MAX,66000,2018,150,5,6,20.0,10.8,198.0,1.824,5.18,426373.0,264900
18193,BMW,El,Automatisk,i3,15000,2018,170,5,1,76.6,7.3,150.0,1.22,660.0,302939.0,199000
663,Nissan,Diesel,Manuel,Qashqai,52000,2018,110,5,6,26.3,11.9,182.0,1.365,3.26,324990.0,219800
18073,Jaguar,Diesel,Automatisk,XF,120000,2018,180,4,8,23.3,8.1,229.0,1.595,3.02,669900.0,2155
18451,VW,Diesel,Automatisk,Touran,105000,2018,115,5,7,23.3,11.9,187.0,1.56,3.02,314813.0,234900
18063,VW,Benzin,Automatisk,Passat,36000,2018,150,4,7,19.6,8.4,220.0,1.413,1.78,382895.0,274895
1859,Skoda,Benzin,Automatisk,Fabia,26000,2018,110,5,7,21.7,9.8,196.0,1.154,1.16,177999.0,167000
3924,Ford,Diesel,Manuel,Fiesta,10000,2018,85,5,6,28.6,12.5,175.0,1.091,2.22,152449.0,129900
19034,Audi,Benzin,Automatisk,A4,79000,2018,190,5,7,17.9,7.5,238.0,1.565,1.88,516348.0,339900
15452,Mazda,Diesel,Automatisk,CX-3,89000,2018,115,5,6,22.4,11.0,183.0,1.336,4.38,287495.0,199990
8347,Audi,Benzin,Manuel,A4,52000,2018,190,4,6,17.9,7.2,240.0,1.48,1.88,455230.0,279900
9263,VW,Diesel,Automatisk,Touran,61000,2018,115,5,7,22.7,11.4,190.0,1.615,3.52,328996.0,259800
18074,Jaguar,Diesel,Automatisk,XF,120000,2018,180,4,8,23.3,8.1,229.0,1.595,3.02,669900.0,329900
18058,Audi,Benzin,Automatisk,SQ5,62000,2018,354,5,8,11.8,5.4,250.0,1.945,4.96,944260.0,849900
15639,VW,Benzin,Automatisk,Tiguan,80000,2018,180,5,7,13.5,7.7,208.0,1.645,4.24,505298.0,369900
19084,BMW,El,Automatisk,i3s,18000,2018,184,5,1,63.8,6.9,160.0,1.24,660.0,333400.0,259500
18187,Opel,Diesel,Automatisk,Insignia,130000,2018,136,5,6,19.2,10.9,203.0,1.552,5.18,392665.0,199900
3944,Honda,Benzin,Automatisk,Civic,8000,2018,182,5,7,18.3,8.5,200.0,1.397,1.78,323019.0,299700
2799,Seat,Benzin,Manuel,Ibiza,96000,2018,150,5,6,20.4,7.9,215.0,1.184,1.16,194637.0,174000
18032,VW,Benzin,Automatisk,Tiguan,73000,2018,150,5,6,16.7,9.2,200.0,1.398,2.38,385298.0,318880
15389,Volvo,Benzin,Manuel,V40,75000,2018,122,5,6,18.5,9.8,190.0,1.331,1.28,287000.0,199900
3949,DS,Diesel,Automatisk,DS,31000,2018,180,5,8,20.4,9.4,215.0,1.51,5.18,616023.0,449900
5207,Citroën,Benzin,Manuel,Grand,32300,2018,130,5,6,20.0,11.9,201.0,1.575,1.16,261010.0,219500
15583,Audi,Benzin,Automatisk,A4,17000,2018,190,5,7,18.2,7.5,238.0,1.565,1.78,492835.0,1700
18009,Opel,Benzin,Manuel,Astra,47000,2018,105,5,5,22.7,11.2,200.0,1.173,1.08,204999.0,146400
9567,Ford,Benzin,Manuel,Focus,25000,2018,125,5,6,20.8,11.2,193.0,1.218,1.16,261981.0,177800
18154,VW,Benzin,Automatisk,Passat,72000,2018,218,5,6,31.6,7.6,225.0,1.635,920.0,449193.0,369900
1612,VW,Benzin,Manuel,UP!,94000,2018,60,5,5,24.4,14.4,162.0,934.0,660.0,106398.0,69700
5205,BMW,El,Automatisk,i3,14000,2018,170,5,1,59.1,8.1,150.0,1.34,660.0,368608.0,219900
18099,Opel,Diesel,Automatisk,Insignia,51000,2018,136,5,6,19.2,10.9,203.0,1.552,5.18,392665.0,209900
350,VW,Benzin,Manuel,UP!,36000,2018,90,5,5,22.7,9.9,185.0,1.002,660.0,142197.0,129999
3861,Honda,Diesel,Manuel,CR-V,90000,2018,120,5,6,22.7,11.2,182.0,1.615,3.52,309000.0,224900
17994,Audi,Benzin,Manuel,A3,28000,2018,116,5,5,22.2,9.9,206.0,1.155,660.0,269235.0,214900
3808,Jaguar,Benzin,Automatisk,XE,163000,2018,200,4,8,15.9,7.1,238.0,1.54,3.02,423015.0,249900
9254,VW,Benzin,Automatisk,Golf,83000,2018,204,5,6,35.1,7.6,222.0,1.515,860.0,318698.0,235000
15503,Volvo,Diesel,Automatisk,V60,101000,2018,190,5,8,22.7,7.7,225.0,1.508,3.52,527095.0,279900
18100,Peugeot,Benzin,Manuel,108,22000,2018,72,5,5,28.9,12.6,160.0,815.0,920.0,96011.0,82900
18448,VW,Benzin,Automatisk,Passat,63000,2018,150,5,7,19.6,8.6,218.0,1.453,1.28,355695.0,267900
10136,Fiat,Diesel,Manuel,Punto,40000,2018,90,5,5,30.3,13.1,178.0,1.145,2.22,155861.0,89900
3820,Ford,Diesel,Automatisk,Mondeo,11000,2018,180,5,6,20.8,8.6,223.0,1.489,4.38,483293.0,309900
15504,Volvo,Diesel,Automatisk,V60,101000,2018,190,5,8,22.7,7.7,225.0,1.508,3.52,527095.0,1695
8374,Opel,Benzin,Automatisk,Insignia,45000,2018,260,5,8,11.5,7.5,245.0,1.549,6.08,467665.0,2889
15582,Audi,Benzin,Automatisk,A4,17000,2018,190,5,7,18.2,7.5,238.0,1.565,1.78,492835.0,339900
15506,VW,El,Automatisk,e-Golf,20876,2018,136,5,1,71.9,9.6,150.0,1.615,660.0,308695.0,187500
5386,Land,Benzin,Automatisk,Rover,42000,2018,250,5,8,13.2,6.7,217.0,1.804,4.36,882899.0,469800
9271,Mazda,Benzin,Manuel,CX-5,27000,2018,165,5,6,15.6,10.4,201.0,1.435,3.02,354998.0,299700
19039,VW,Benzin,Automatisk,Polo,52000,2018,95,5,7,21.7,10.8,187.0,1.18,1.16,199995.0,189800
15673,Renault,Diesel,Automatisk,Megane,23000,2018,115,5,7,27.5,10.9,193.0,1.373,3.26,288900.0,204800
15674,VW,Benzin,Automatisk,Golf,33000,2018,204,5,6,35.1,7.6,222.0,1.515,860.0,318698.0,289800
3888,Ford,Benzin,Automatisk,S-MAX,59000,2018,240,5,6,12.7,8.4,226.0,1.748,4.86,550408.0,319900
8340,VW,Benzin,Automatisk,Touran,31000,2018,150,5,7,18.5,8.9,209.0,1.478,1.78,334996.0,297500
15678,VW,Benzin,Automatisk,Golf,56000,2018,204,5,6,35.1,7.6,222.0,1.515,860.0,318698.0,265000
18029,Hyundai,Benzin,Manuel,i20,50000,2018,75,5,5,19.3,13.6,160.0,980.0,1.78,129018.0,109880
15681,Kia,Benzin,Manuel,Stonic,30000,2018,84,5,5,19.2,13.2,165.0,1.032,1.78,194999.0,159900
3510,Audi,Diesel,Manuel,Q3,33000,2018,150,5,6,22.7,9.6,204.0,1.46,3.52,457368.0,279900
18170,Audi,Benzin,Automatisk,RS3,35000,2018,400,5,7,12.0,4.1,250.0,1.585,5.46,944405.0,3995
18013,Audi,Diesel,Automatisk,A6,49000,2018,218,4,7,22.7,7.1,245.0,1.77,3.52,603973.0,499800
15595,Citroën,Benzin,Manuel,C1,87000,2018,72,5,5,28.9,14.0,160.0,949.0,920.0,91012.0,70000
5303,BMW,Benzin,Automatisk,X3,39000,2018,360,5,8,12.2,4.8,250.0,1.885,5.46,1106195.0,3993
5384,Opel,Benzin,Manuel,Corsa,58000,2018,75,5,5,20.0,14.0,167.0,1.163,1.16,147002.0,107000
1863,VW,Benzin,Automatisk,Golf,10000,2018,150,5,7,20.0,8.3,216.0,1.202,1.16,303698.0,249900
5302,BMW,Benzin,Automatisk,X3,39000,2018,360,5,8,12.2,4.8,250.0,1.885,5.46,1106195.0,899900
4026,Citroën,Diesel,Manuel,C4,75000,2018,100,5,5,30.3,12.8,180.0,1.44,2.22,161011.0,120000
15395,Audi,Diesel,Automatisk,A4,67000,2018,190,5,7,20.4,7.8,220.0,1.715,5.18,622105.0,434750
5220,VW,Benzin,Manuel,Polo,57000,2018,75,5,5,20.8,14.9,170.0,1.105,1.16,157573.0,139900
8379,Mercedes,Diesel,Automatisk,GLS350,43000,2018,258,5,9,12.5,7.8,222.0,2.355,10.32,1688300.0,6791
623,Skoda,Diesel,Automatisk,Octavia,79000,2018,115,5,7,25.6,10.3,200.0,1.242,2.18,291000.0,2315
8380,Mercedes,Diesel,Automatisk,GLS350,43000,2018,258,5,9,12.5,7.8,222.0,2.355,10.32,1688300.0,1249000
3947,VW,Benzin,Automatisk,Passat,124000,2018,218,5,6,31.6,7.6,225.0,1.635,920.0,449193.0,309900
8373,Opel,Benzin,Automatisk,Insignia,45000,2018,260,5,8,11.5,7.5,245.0,1.549,6.08,467665.0,324800
16160,Opel,Benzin,Manuel,Insignia,42000,2018,165,5,6,16.7,9.6,215.0,1.341,2.38,325002.0,229900
9283,Peugeot,Benzin,Manuel,108,24000,2018,72,5,5,28.9,12.6,160.0,815.0,920.0,96011.0,83900
9338,VW,Benzin,Automatisk,Golf,53000,2018,204,5,6,35.1,7.6,222.0,1.515,860.0,318698.0,249900
18620,Skoda,Benzin,Manuel,Citigo,72000,2018,60,5,5,24.4,14.4,162.0,934.0,660.0,89998.0,69567
4341,VW,Benzin,Manuel,Touran,49000,2018,150,5,6,17.5,8.9,209.0,1.354,1.88,320998.0,244900
4773,Audi,Benzin,Automatisk,A5,18000,2018,190,5,7,17.9,7.5,239.0,1.55,2.38,591865.0,419800
16573,VW,Benzin,Automatisk,Touran,40000,2018,150,5,7,18.5,8.9,209.0,1.478,1.78,354997.0,314800
16567,Audi,Benzin,Manuel,A3,29000,2018,116,5,5,22.2,9.9,206.0,1.155,1.08,269235.0,224800
4339,VW,Benzin,Manuel,Touran,62000,2018,150,5,6,17.5,8.9,209.0,1.354,1.88,320998.0,239900
525,Citroën,Benzin,Manuel,C1,23000,2018,68,5,5,26.3,14.3,157.0,876.0,1.0,109990.0,892
533,Seat,Benzin,Automatisk,Toledo,69000,2018,125,5,7,20.4,9.0,208.0,1.236,1.16,198170.0,149900
534,Subaru,Benzin,Automatisk,Outback,38000,2018,175,5,6,15.1,10.2,198.0,1.657,3.64,589900.0,369900
9917,Ford,Diesel,Automatisk,Focus,23000,2018,120,5,8,22.7,10.5,191.0,1.354,3.52,288910.0,269700
9334,VW,Diesel,Automatisk,Tiguan,91000,2018,150,5,7,20.8,9.3,202.0,1.515,4.38,408298.0,319900
2732,BMW,Diesel,Automatisk,320d,132000,2018,190,5,8,24.4,7.4,226.0,1.475,3.52,571608.0,234800
17343,BMW,Benzin,Automatisk,X3,31000,2018,360,5,8,12.2,4.8,250.0,1.885,5.46,1106195.0,6395
17347,Audi,Benzin,Automatisk,A4,48000,2018,190,4,7,18.5,7.3,240.0,1.505,1.28,487360.0,334900
17348,BMW,Benzin,Automatisk,118i,47000,2018,136,5,8,20.8,8.7,210.0,1.295,1.16,300670.0,1850
17349,BMW,Benzin,Automatisk,118i,47000,2018,136,5,8,20.8,8.7,210.0,1.295,1.16,300670.0,249900
18612,VW,El,Automatisk,e-Golf,98000,2018,136,5,1,71.9,9.6,150.0,1.615,660.0,308695.0,149700
2735,Audi,Benzin,Automatisk,A3,73000,2018,116,4,7,21.7,9.9,211.0,1.18,1.16,312346.0,224800
9923,Citroën,Diesel,Automatisk,Grand,59000,2018,160,5,8,21.3,9.2,210.0,1.515,4.38,356013.0,284700
17360,VW,Benzin,Automatisk,Golf,38000,2018,150,5,7,20.0,8.6,218.0,1.257,660.0,316695.0,269980
16585,Ford,Diesel,Manuel,Mondeo,93000,2018,180,5,6,22.2,8.4,220.0,1.602,3.88,316798.0,189800
545,Honda,Diesel,Manuel,CR-V,97000,2018,120,5,6,22.7,11.2,182.0,1.615,3.52,313495.0,239900
16586,VW,Benzin,Manuel,Touran,45000,2018,150,5,6,17.5,8.9,209.0,1.354,1.88,320998.0,244900
518,Audi,Diesel,Manuel,A3,35000,2018,116,4,6,24.4,10.4,205.0,1.345,3.52,293131.0,2316
16692,Ford,Benzin,Manuel,Fiesta,46000,2018,100,5,6,22.9,10.5,183.0,1.063,1.08,155504.0,143900
16691,Tesla,El,Automatisk,Model,23000,2018,525,5,1,49.1,5.2,225.0,2.188,740.0,893207.0,589900
17232,VW,Benzin,Automatisk,Touran,74000,2018,150,5,7,18.5,8.9,209.0,1.478,1.78,354997.0,297700
9862,Opel,Diesel,Automatisk,Grandland,98000,2018,120,5,6,23.3,12.2,185.0,1.333,3.52,330000.0,214700
4363,VW,Benzin,Manuel,UP!,6000,2018,60,5,5,24.4,14.4,162.0,934.0,1.08,115595.0,107900
18652,Hyundai,Benzin,Manuel,Kona,61000,2018,120,5,6,20.0,12.0,181.0,1.233,1.16,181016.0,164990
299,Mercedes,Diesel,Automatisk,GLC250,64000,2018,204,5,9,20.0,7.6,222.0,1.845,5.18,724603.0,3110
8504,BMW,Benzin,Automatisk,440i,65000,2018,326,5,8,14.1,5.0,250.0,1.66,4.24,892380.0,2787
8503,BMW,Benzin,Automatisk,440i,65000,2018,326,5,8,14.1,5.0,250.0,1.66,4.24,892380.0,599800
3694,Audi,Benzin,Automatisk,A3,49000,2018,204,5,6,33.8,7.6,222.0,1.515,860.0,394834.0,289900
16665,Mini,Benzin,Automatisk,Cooper,53000,2018,136,3,6,20.8,7.8,210.0,1.09,1.16,272818.0,219900
9874,Opel,Diesel,Manuel,Astra,66000,2018,95,5,6,27.8,12.9,185.0,1.388,3.26,230001.0,149700
16662,VW,Benzin,Manuel,Polo,75000,2018,95,5,5,22.7,10.8,187.0,1.145,1.08,183993.0,159800
16658,VW,Benzin,Manuel,Golf,51000,2018,130,5,6,20.4,9.5,211.0,1.246,1.16,266995.0,204900
9723,Opel,Benzin,Manuel,Insignia,26000,2018,165,5,6,16.4,9.2,221.0,1.372,3.02,325001.0,234900
16653,VW,Diesel,Automatisk,Tiguan,163000,2018,150,5,7,20.8,9.3,202.0,1.515,4.38,408298.0,273900
17267,Volvo,Diesel,Automatisk,V90,85000,2018,235,5,8,20.4,7.2,240.0,1.717,5.18,806995.0,589900
3695,Nissan,Benzin,Manuel,Qashqai,32000,2018,115,5,6,17.9,10.6,185.0,1.318,2.38,305990.0,224900
16618,VW,Benzin,Automatisk,Golf,41000,2018,204,5,6,35.1,7.6,222.0,1.515,660.0,318698.0,299800
1892,Peugeot,Benzin,Manuel,108,18000,2018,69,5,5,26.3,14.3,157.0,860.0,1.0,100990.0,74000
4343,Seat,Benzin,Automatisk,Ateca,61000,2018,150,5,7,18.2,8.6,198.0,1.264,1.78,365934.0,294900
1666,VW,El,Automatisk,e-Golf,18000,2018,136,5,1,71.9,9.6,150.0,1.615,660.0,308695.0,189800
3613,Peugeot,Benzin,Manuel,208,12000,2018,82,5,5,23.4,12.2,175.0,1.168,1.08,131009.0,115000
546,Renault,Diesel,Manuel,Clio,80000,2018,90,5,5,31.3,12.0,180.0,1.065,2.22,175897.0,99900
17361,BMW,Diesel,Automatisk,420d,93000,2018,190,5,8,23.8,7.3,231.0,1.515,3.02,621610.0,319800
16424,Hyundai,Benzin,Manuel,i10,34000,2018,67,5,5,23.4,14.7,156.0,1.008,1.08,111016.0,89898
17438,Volvo,Benzin,Automatisk,XC60,37000,2018,320,5,8,13.0,5.9,230.0,1.768,4.86,851708.0,649900
16423,Hyundai,Benzin,Manuel,i20,23000,2018,84,5,5,20.0,12.8,170.0,980.0,1.16,151017.0,134134
16421,Hyundai,Benzin,Manuel,i20,25000,2018,84,5,5,20.0,12.8,170.0,980.0,1.16,151017.0,134134
16419,Hyundai,Benzin,Manuel,i20,46000,2018,75,5,5,19.3,13.6,160.0,980.0,1.78,129018.0,118118
17441,VW,Diesel,Manuel,Passat,176000,2018,150,5,6,23.8,8.9,218.0,1.503,3.02,389098.0,184900
16417,Hyundai,Benzin,Manuel,i20,49000,2018,75,5,5,19.3,13.6,160.0,980.0,1.78,129018.0,118118
18581,VW,Diesel,Automatisk,Touran,129000,2018,150,5,6,21.3,9.3,208.0,1.471,3.88,307784.0,219900
8827,Ford,Benzin,Manuel,Fiesta,55000,2018,100,5,6,22.9,10.5,183.0,1.063,1.08,155504.0,144900
4894,Peugeot,Diesel,Automatisk,5008,47000,2018,180,5,6,20.8,8.9,211.0,1.701,3.88,369913.0,199900
8828,Hyundai,El,Automatisk,Ioniq,6000,2018,120,5,1,79.3,9.9,165.0,1.42,660.0,289994.0,209900
2739,Hyundai,El,Automatisk,Ioniq,33000,2018,120,5,1,79.3,9.9,165.0,1.42,660.0,289994.0,194500
16408,Ford,Diesel,Manuel,Fiesta,49000,2018,85,5,6,28.9,12.5,175.0,1.091,1.22,109060.0,87888
4288,VW,Benzin,Automatisk,Golf,60000,2018,130,5,7,20.8,9.5,211.0,1.238,1.16,284995.0,224800
1843,Ford,Diesel,Manuel,Fiesta,26000,2018,85,5,6,28.6,12.5,175.0,1.091,2.22,152449.0,124000
18579,Seat,Benzin,Manuel,Ibiza,17000,2018,115,5,6,21.3,9.3,195.0,1.14,1.16,169011.0,156900
1912,Audi,Diesel,Automatisk,Q3,159000,2018,150,5,7,20.0,9.3,204.0,1.545,5.18,509913.0,269900
17462,Citroën,Diesel,Manuel,Grand,117000,2018,120,5,6,25.0,13.6,189.0,1.625,3.26,289883.0,188500
17464,Citroën,Diesel,Automatisk,Grand,148000,2018,120,5,6,25.0,13.5,188.0,1.625,3.26,274989.0,164900
558,Opel,Diesel,Automatisk,Insignia,61000,2018,136,5,6,19.2,10.9,203.0,1.552,5.18,392665.0,227500
4908,BMW,Benzin,Automatisk,218i,42000,2018,136,2,8,19.6,8.9,210.0,1.335,1.78,342978.0,279900
17437,Volvo,Benzin,Automatisk,XC60,37000,2018,320,5,8,13.0,5.9,230.0,1.768,4.86,851708.0,3498
16426,Hyundai,Benzin,Manuel,i10,74000,2018,66,5,5,25.0,14.9,155.0,973.0,1.0,119997.0,76800
17434,VW,Benzin,Automatisk,Polo,35000,2018,115,5,7,21.3,9.5,200.0,1.09,1.16,217996.0,2148
17433,VW,Benzin,Automatisk,Polo,35000,2018,115,5,7,21.3,9.5,200.0,1.09,1.16,217996.0,199900
4818,Opel,Benzin,Manuel,Corsa,39000,2018,90,5,5,20.0,13.2,175.0,1.063,1.16,154501.0,109900
1668,VW,El,Automatisk,e-Golf,17000,2018,136,5,1,71.9,9.6,150.0,1.615,660.0,308695.0,184500
18606,Citroën,Diesel,Manuel,C3,97000,2018,75,5,5,31.3,13.6,171.0,1.205,1.22,103675.0,69700
4311,Dacia,Benzin,Manuel,Sandero,57000,2018,90,5,5,20.4,11.1,175.0,1.055,1.16,116002.0,89900
17383,Ford,Diesel,Manuel,Fiesta,49000,2018,85,5,6,28.9,12.5,175.0,1.091,1.22,109060.0,69888
3709,Volvo,Diesel,Manuel,V60,49000,2018,150,5,6,23.8,9.1,205.0,1.538,3.02,475095.0,249900
18601,VW,Benzin,Manuel,Golf,43000,2018,125,5,6,19.2,9.1,204.0,1.168,1.78,246261.0,169700
4827,Audi,Diesel,Manuel,A3,64000,2018,116,4,6,24.4,10.4,205.0,1.345,3.52,293131.0,219900
1840,BMW,Benzin,Automatisk,530i,38000,2018,252,4,8,18.2,6.2,250.0,1.515,1.78,662193.0,447000
1841,Mitsubishi,Benzin,Manuel,Space,30000,2018,80,5,5,24.4,11.7,180.0,925.0,1.08,144995.0,84900
2653,Land,Diesel,Automatisk,Rover,58000,2018,300,5,8,15.6,6.5,241.0,2.029,7.22,957899.0,629900
17413,VW,El,Automatisk,e-Golf,66000,2018,136,5,1,71.9,9.6,150.0,1.615,660.0,308695.0,189900
9332,VW,Benzin,Manuel,Golf,68000,2018,85,5,5,20.8,11.9,180.0,1.127,660.0,209996.0,144900
551,VW,Benzin,Manuel,UP!,51000,2018,90,5,5,22.7,9.9,185.0,1.002,660.0,142197.0,1384
18588,Volvo,Diesel,Automatisk,XC60,90000,2018,235,5,8,18.2,7.2,220.0,1.779,6.04,811308.0,2835
4844,VW,Benzin,Manuel,UP!,75000,2018,60,5,5,24.4,14.4,162.0,934.0,660.0,115595.0,74900
4300,Ford,Diesel,Manuel,C-MAX,165000,2018,120,5,6,24.4,11.3,184.0,1.403,3.02,194434.0,89990
4848,Audi,Benzin,Manuel,Q3,58000,2018,150,5,6,18.2,9.2,204.0,1.36,1.78,389192.0,274800
2627,Skoda,Diesel,Automatisk,Octavia,116000,2018,115,5,7,25.6,10.3,200.0,1.242,2.18,291000.0,177900
8482,Dacia,Diesel,Manuel,Dokker,8000,2018,90,5,5,24.4,13.6,162.0,1.18,3.02,99429.0,1315
4297,Volvo,Diesel,Automatisk,S90,30000,2018,190,4,8,22.7,8.2,230.0,1.617,3.02,617795.0,399900
8481,Dacia,Diesel,Manuel,Dokker,8000,2018,90,5,5,24.4,13.6,162.0,1.18,3.02,99429.0,79500
2632,Toyota,Benzin,Manuel,Yaris,153000,2018,69,5,5,23.3,15.3,155.0,955.0,1.08,149989.0,99900
18578,Seat,Benzin,Manuel,Ibiza,17000,2018,115,5,6,21.3,9.3,195.0,1.14,1.16,169011.0,1999
18653,VW,Benzin,Automatisk,Polo,29000,2018,115,5,7,21.3,9.5,200.0,1.09,1.16,217996.0,197900
16712,Skoda,Diesel,Manuel,Octavia,142000,2018,115,5,5,24.4,10.1,197.0,1.205,3.52,265002.0,154900
17036,Opel,Benzin,Automatisk,Insignia,29000,2018,165,5,6,16.1,9.6,214.0,1.372,3.02,350001.0,294900
8560,VW,Diesel,Automatisk,Golf,60000,2018,115,5,7,25.0,10.7,200.0,1.395,2.18,293693.0,214900
17057,VW,Benzin,Automatisk,Tiguan,39000,2018,150,5,6,16.4,9.2,200.0,1.398,2.52,427698.0,359800
17058,Opel,Diesel,Automatisk,Astra,63000,2018,136,5,6,22.2,10.1,200.0,1.503,4.38,279999.0,184900
490,Nissan,Diesel,Manuel,Qashqai,134000,2018,130,5,6,22.7,9.9,190.0,1.419,3.52,383990.0,1942
8522,Audi,Benzin,Automatisk,Q3,93000,2018,150,5,7,17.2,8.9,204.0,1.38,2.38,445985.0,299800
